model_type,phase,n_epochs,first_epoch,last_epoch,peak_val_macro_f1_raw,peak_val_macro_f1_raw_epoch,peak_val_macro_f1_rolling,peak_val_macro_f1_rolling_epoch,first_timestamp,last_timestamp
swin_unetr,dapt,20,1,20,0.3638638638638639,13,0.3140866423888071,19,2026-04-29T05:31:21,2026-04-29T07:42:27
swin_unetr,finetune,12,1,12,0.3765711412770236,2,0.350999668135218,2,2026-04-29T10:03:49,2026-04-29T10:20:35
