epoch,train_loss,train_macro_f1,val_macro_f1_raw,val_macro_f1_rolling,val_loss,val_accuracy,val_balanced_accuracy,lr_backbone,lr_head,mixup_alpha,mixup_active,epochs_no_improve,monitor_window,monitor_level,timestamp
1,1.7288982206622496,0.35652829893020116,0.23484848484848478,0.23484848484848478,2.034089331301103,0.3170731707317073,0.29914529914529914,3e-06,3e-05,0.2,True,0,3,patient,2026-04-29T07:53:39
2,1.7211877484984746,0.3838523570172047,0.22041553748870824,0.2276320111685965,2.005975607759464,0.2926829268292683,0.2769230769230769,2.995376000599692e-06,2.995376000599692e-05,0.2,True,0,3,patient,2026-04-29T07:53:46
3,1.7859021816822078,0.3390387679604905,0.22041553748870824,0.22522651994196707,1.977682910350539,0.2926829268292683,0.2769230769230769,2.981532510892707e-06,2.9815325108927066e-05,0.2,True,1,3,patient,2026-04-29T07:53:53
4,1.7641483142675942,0.3499356869791799,0.26851851851851855,0.23644986449864502,1.9573057630787725,0.3170731707317073,0.3025641025641026,2.958554880596515e-06,2.958554880596515e-05,0.2,True,2,3,patient,2026-04-29T07:54:00
5,1.7773966776614158,0.3536069889518165,0.26851851851851855,0.25248419150858176,1.9486431216601259,0.3170731707317073,0.3025641025641026,2.9265847744427307e-06,2.9265847744427305e-05,0.2,True,0,3,patient,2026-04-29T07:54:08
6,1.7404136450874885,0.37906777518447526,0.2697191697191697,0.2689187355854023,1.9138954500233905,0.3170731707317073,0.3025641025641026,2.88581929876693e-06,2.88581929876693e-05,0.2,True,0,3,patient,2026-04-29T07:54:23
7,1.6590612495182366,0.38296832994518876,0.2697191697191697,0.26931895265228595,1.883478349780444,0.3170731707317073,0.3025641025641026,2.836509786282552e-06,2.8365097862825516e-05,0.2,True,0,3,patient,2026-04-29T07:54:30
8,1.6886455175892408,0.36949421361825047,0.2697191697191697,0.2697191697191697,1.8540367665498152,0.3170731707317073,0.3025641025641026,2.7789602465311388e-06,2.7789602465311384e-05,0.2,True,0,3,patient,2026-04-29T07:54:38
9,1.6077845699739772,0.3764461599615876,0.26958689458689455,0.26967507800841134,1.8307955161384915,0.3170731707317073,0.3025641025641026,2.7135254915624216e-06,2.7135254915624213e-05,0.2,True,0,3,patient,2026-04-29T07:54:45
10,1.6136606758003993,0.39772048553113754,0.25364063754156635,0.2643155672825435,1.8101092880557041,0.2926829268292683,0.2803418803418804,2.640608948400047e-06,2.6406089484000465e-05,0.2,True,1,3,patient,2026-04-29T07:54:53
11,1.6172040520914344,0.3840542052702822,0.25364063754156635,0.25895605655667575,1.7919758891466981,0.2926829268292683,0.2803418803418804,2.5606601717798217e-06,2.5606601717798212e-05,0.2,True,2,3,patient,2026-04-29T07:55:00
12,1.597013772560271,0.39709633328892807,0.25364063754156635,0.25364063754156635,1.7769280723903491,0.2926829268292683,0.2803418803418804,2.474172072495276e-06,2.4741720724952757e-05,0.2,True,3,3,patient,2026-04-29T07:55:07
13,1.579436011977543,0.3946535868583192,0.25364063754156635,0.25364063754156635,1.7660500588624373,0.2926829268292683,0.2803418803418804,2.38167787843871e-06,2.3816778784387097e-05,0.2,True,4,3,patient,2026-04-29T07:55:14
14,1.5767866313062757,0.37440901460770265,0.25364063754156635,0.25364063754156635,1.7535377703838466,0.2926829268292683,0.2803418803418804,2.2837478470739234e-06,2.283747847073923e-05,0.2,True,5,3,patient,2026-04-29T07:55:21
15,1.6093462116670925,0.363739354751371,0.25364063754156635,0.25364063754156635,1.7435142297922455,0.2926829268292683,0.2803418803418804,2.18098574960932e-06,2.18098574960932e-05,0.2,True,6,3,patient,2026-04-29T07:55:29
16,1.534619105414839,0.38682612646778375,0.27322464164569427,0.260168638909609,1.731257534915616,0.2926829268292683,0.2837606837606838,2.074025148547635e-06,2.0740251485476345e-05,0.2,True,7,3,patient,2026-04-29T07:55:36
17,1.5228549278335066,0.3904533018981626,0.263859649122807,0.26357497610335584,1.7253037654094814,0.2926829268292683,0.28034188034188035,1.9635254915624216e-06,1.963525491562421e-05,0.2,True,8,3,patient,2026-04-29T07:55:44
18,1.5156588208596438,0.3878785206430689,0.24612612612612617,0.2610701389648758,1.7155304813977355,0.2682926829268293,0.25811965811965815,1.8501680457838586e-06,1.8501680457838582e-05,0.2,True,9,3,patient,2026-04-29T07:55:52
