epoch,train_loss,train_macro_f1,val_macro_f1_raw,val_macro_f1_rolling,val_loss,val_accuracy,val_balanced_accuracy,lr_backbone,lr_head,mixup_alpha,mixup_active,epochs_no_improve,monitor_window,monitor_level,timestamp
1,1.1629763165382574,0.2678185993249887,0.23931623931623935,0.23931623931623935,1.0564654316307631,0.40594059405940597,0.25925925925925924,1e-06,,0.2,True,0,3,patient,2026-05-03T11:05:09
2,1.0800958755070222,0.41280377322017997,0.46455026455026455,0.351933251933252,0.9734200333214291,0.6138613861386139,0.5144335511982571,1.7333333333333336e-05,,0.2,True,0,3,patient,2026-05-03T11:05:22
3,1.0098802545483838,0.5184536394663513,0.4909784411276949,0.3982816483313996,0.9098628478802494,0.6633663366336634,0.5675381263616558,3.3666666666666674e-05,,0.2,True,0,3,patient,2026-05-03T11:05:37
4,0.9437407691460764,0.6001164229266583,0.57,0.5085095685593198,0.9539188871553532,0.5841584158415841,0.5386710239651417,5e-05,,0.2,True,0,3,patient,2026-05-03T11:05:52
5,0.8887088383488814,0.6527937540277707,0.5222222222222223,0.5277335544499723,0.9380562205351036,0.5643564356435643,0.5661764705882353,4.983095894354858e-05,,0.2,True,0,3,patient,2026-05-03T11:06:05
6,0.8392647101881686,0.7047835568878612,0.5142061986084756,0.5354761402768993,0.9660851336617506,0.5742574257425742,0.5571895424836603,4.93261217644956e-05,,0.2,True,0,3,patient,2026-05-03T11:06:18
7,0.8112651297684249,0.7187530763454334,0.6035190615835777,0.5466491608047584,0.8997028811287334,0.6732673267326733,0.6715686274509803,4.849231551964772e-05,,0.2,True,0,3,patient,2026-05-03T11:06:30
8,0.749525761578645,0.7702919681547833,0.7358197358197359,0.6178483320039297,0.8450207373568119,0.7425742574257426,0.6726579520697168,4.734081600808531e-05,,0.2,True,0,3,patient,2026-05-03T11:06:45
9,0.719521463558928,0.7897482103908144,0.6740556247405562,0.6711314740479567,0.8151457293039667,0.7623762376237624,0.6220043572984749,4.588719528532342e-05,,0.2,True,0,3,patient,2026-05-03T11:06:57
10,0.7078663816493089,0.7977276753616499,0.6720538720538721,0.6939764108713882,0.8643160292513801,0.7821782178217822,0.6680283224400871,4.415111107797445e-05,,0.2,True,0,3,patient,2026-05-03T11:07:09
11,0.69376665167711,0.8301931009713325,0.5197691197691198,0.621959538854516,0.8843633667506637,0.6633663366336634,0.5893246187363834,4.215604094671835e-05,,0.2,True,0,3,patient,2026-05-03T11:07:23
12,0.6737555960921091,0.8380398368491627,0.5633255633255633,0.5850495183828518,0.9226543859367758,0.6633663366336634,0.6206427015250545,3.9928964792569655e-05,,0.2,True,1,3,patient,2026-05-03T11:07:35
13,0.6748534840069494,0.8429506670525665,0.6811695906432748,0.5880880912459859,0.8229885553282332,0.7920792079207921,0.6358932461873638,3.7500000000000003e-05,,0.2,True,2,3,patient,2026-05-03T11:07:47
14,0.6105017348947515,0.8751513302599233,0.6172313037984679,0.6205754859224353,0.9121549629983101,0.6831683168316832,0.5985838779956426,3.490199415097892e-05,,0.2,True,3,3,patient,2026-05-03T11:07:59
15,0.6402826441373712,0.8608351645241678,0.7403508771929824,0.6795839238782416,0.8019321075529239,0.8415841584158416,0.6576797385620915,3.217008081777726e-05,,0.2,True,4,3,patient,2026-05-03T11:08:11
16,0.6152231003547767,0.8765623829402746,0.656132756132756,0.6712383123747355,0.8365298254040968,0.7920792079207921,0.6141067538126362,2.9341204441673266e-05,,0.2,True,5,3,patient,2026-05-03T11:08:23
17,0.5824236948408018,0.896726345534792,0.7153110047846889,0.7039315460368091,0.8388026026065719,0.7920792079207921,0.5814270152505446,2.64536207227619e-05,,0.2,True,6,3,patient,2026-05-03T11:08:35
18,0.585758800527123,0.8950717175523186,0.6212577858147479,0.6642338489107309,0.8260551090458877,0.7821782178217822,0.5686274509803922,2.354637927723811e-05,,0.2,True,0,3,patient,2026-05-03T11:08:47
19,0.5687815609224646,0.9202209923504835,0.6316017316017316,0.6560568407337227,0.8264163018182944,0.8118811881188119,0.6519607843137255,2.065879555832675e-05,,0.2,True,1,3,patient,2026-05-03T11:08:59
20,0.5835001967181688,0.9012786312604043,0.6716577540106953,0.6415057571423916,0.8454679711781082,0.801980198019802,0.5942265795206971,1.7829919182222746e-05,,0.2,True,2,3,patient,2026-05-03T11:09:10
