epoch,train_loss,train_macro_f1,val_macro_f1_raw,val_macro_f1_rolling,val_loss,val_accuracy,val_balanced_accuracy,lr_backbone,lr_head,mixup_alpha,mixup_active,epochs_no_improve,monitor_window,monitor_level,timestamp
1,1.1001593535451404,0.28554987708988805,0.36225435669262146,0.36225435669262146,1.0919923245451832,0.44554455445544555,0.39351851851851843,1e-06,,0.2,True,0,3,patient,2026-04-28T08:54:40
2,1.0698152999136468,0.45296018068076344,0.5193602693602694,0.4408073130264454,1.028218541436523,0.594059405940594,0.5610021786492375,1.0800000000000002e-05,,0.2,True,0,3,patient,2026-04-28T08:54:57
3,1.01699590714943,0.5173402808300863,0.6264926128314107,0.5027024129614338,0.9700730993547513,0.6534653465346535,0.6541394335511982,2.0600000000000003e-05,,0.2,True,0,3,patient,2026-04-28T08:55:17
4,0.9881311227105578,0.542279586210651,0.6542172424525367,0.6000233748814056,0.8903729800352916,0.693069306930693,0.6821895424836603,3.0400000000000004e-05,,0.2,True,0,3,patient,2026-04-28T08:55:37
5,0.9335400606288348,0.6044547635592131,0.6540427751695358,0.6449175434844944,0.8290476322780735,0.7326732673267327,0.6625816993464052,4.020000000000001e-05,,0.2,True,0,3,patient,2026-04-28T08:55:57
6,0.8974064596856247,0.6404313965122119,0.747069355765008,0.6851097911290268,0.7950896776966163,0.801980198019802,0.7467320261437909,5e-05,,0.2,True,0,3,patient,2026-04-28T08:56:16
7,0.8716646755668497,0.6714976237099531,0.6615873015873016,0.6875664775072817,0.7680309489179811,0.7821782178217822,0.670751633986928,4.9453690018345144e-05,,0.2,True,0,3,patient,2026-04-28T08:56:36
8,0.8364560229209409,0.6977106599510717,0.5978120978120979,0.6688229183881358,0.8084720148688358,0.7326732673267327,0.6108387799564271,4.783863644106502e-05,,0.2,True,0,3,patient,2026-04-28T08:56:55
9,0.7711329390791721,0.7517723548394771,0.6892691622103387,0.6495561872032461,0.8086049544598917,0.7623762376237624,0.6669389978213508,4.522542485937369e-05,,0.2,True,1,3,patient,2026-04-28T08:57:12
10,0.7252119659738311,0.7724262193215536,0.6404403567447047,0.6425072055890472,0.9218433995283287,0.7029702970297029,0.6949891067538126,4.172826515897146e-05,,0.2,True,2,3,patient,2026-04-28T08:57:29
11,0.7317320371121567,0.7745806563567501,0.6279192273924495,0.6525429154491643,0.8449762492386136,0.7524752475247525,0.7181372549019608,3.7500000000000003e-05,,0.2,True,3,3,patient,2026-04-28T08:57:46
12,0.6739551876569242,0.8191489793167804,0.7165213781652139,0.6616269874341226,0.8043717285452302,0.7920792079207921,0.7039760348583878,3.272542485937369e-05,,0.2,True,4,3,patient,2026-04-28T08:58:03
13,0.6991492184493241,0.8038239497385521,0.647089947089947,0.6638435175492035,0.84918279896559,0.7623762376237624,0.676470588235294,2.7613211581691344e-05,,0.2,True,5,3,patient,2026-04-28T08:58:20
14,0.6835074774381622,0.8288255829915684,0.6861861861861862,0.6832658371471156,0.8159365526592458,0.7524752475247525,0.5874183006535948,2.2386788418308672e-05,,0.2,True,6,3,patient,2026-04-28T08:58:37
15,0.6411983448762357,0.8418181475575505,0.6661176987263944,0.6664646106675093,0.8510621928683371,0.7524752475247525,0.6854575163398692,1.727457514062632e-05,,0.2,True,7,3,patient,2026-04-28T08:58:54
16,0.6271694748555048,0.864536193857986,0.7003367003367003,0.6842135284164269,0.794024920645561,0.7722772277227723,0.664760348583878,1.2500000000000009e-05,,0.2,True,8,3,patient,2026-04-28T08:59:10
17,0.6316725721308117,0.8682978472599756,0.7003367003367003,0.6889303664665983,0.7889655955875193,0.7722772277227723,0.664760348583878,8.271734841028555e-06,,0.2,True,9,3,patient,2026-04-28T08:59:28
18,0.6336882059759493,0.8633491923273834,0.662962962962963,0.6878787878787879,0.7930071966642035,0.7722772277227723,0.664760348583878,4.774575140626317e-06,,0.2,True,0,3,patient,2026-04-28T08:59:46
19,0.6581125034084269,0.8457537918919829,0.662962962962963,0.6754208754208754,0.7949074036595779,0.7722772277227723,0.664760348583878,2.161363558934976e-06,,0.2,True,1,3,patient,2026-04-28T09:00:03
20,0.6101994686407953,0.8613589622681347,0.662962962962963,0.662962962962963,0.7873606345125737,0.7722772277227723,0.664760348583878,5.46309981654858e-07,,0.2,True,2,3,patient,2026-04-28T09:00:20
