epoch,train_loss,train_macro_f1,val_macro_f1_raw,val_macro_f1_rolling,val_loss,val_accuracy,val_balanced_accuracy,lr_backbone,lr_head,mixup_alpha,mixup_active,epochs_no_improve,monitor_window,monitor_level,timestamp
1,1.0995080811728102,0.3290934350801087,0.17275660753921626,0.17275660753921626,1.423063823133328,0.16831683168316833,0.2298474945533769,1e-06,,0.2,True,0,3,patient,2026-04-28T22:56:36
2,1.0743765440127804,0.4253372648879769,0.46513048791132067,0.31894354772526845,0.9623722933782572,0.6039603960396039,0.5492919389978214,3.4000000000000007e-05,,0.2,True,0,3,patient,2026-04-28T22:58:24
3,1.0057516757508704,0.5284029751623014,0.5277777777777778,0.38855495774277155,0.9231125637320162,0.5742574257425742,0.5258714596949892,6.700000000000002e-05,,0.2,True,0,3,patient,2026-04-28T23:00:05
4,0.892500322322104,0.6506166088589818,0.2666666666666667,0.4198583107852551,1.1608385343588035,0.6435643564356436,0.31590413943355117,0.0001,,0.2,True,0,3,patient,2026-04-28T23:01:47
5,0.7860144599033745,0.7457809767807276,0.548611111111111,0.44768518518518513,0.9212313030512278,0.693069306930693,0.6113834422657952,9.698463103929542e-05,,0.2,True,0,3,patient,2026-04-28T23:03:27
6,0.695625166838674,0.8121575462654905,0.35784313725490197,0.39104030501089326,1.0346119460713772,0.7029702970297029,0.375,8.830222215594889e-05,,0.2,True,0,3,patient,2026-04-28T23:05:06
7,0.6313658452705148,0.8610660238061428,0.3364681295715779,0.41430745931253027,0.9080995536639187,0.7029702970297029,0.35866013071895425,7.500000000000001e-05,,0.2,True,1,3,patient,2026-04-28T23:06:41
8,0.5890312152158159,0.8901729700827312,0.3207114170969592,0.33834089464114636,0.8875956077308752,0.6732673267326733,0.4128540305010893,5.868240888334653e-05,,0.2,True,2,3,patient,2026-04-28T23:08:14
9,0.5397460361588097,0.9194641043837786,0.373015873015873,0.3433984732281367,0.8398351058856828,0.7227722772277227,0.4128540305010893,4.131759111665349e-05,,0.2,True,3,3,patient,2026-04-28T23:09:51
10,0.522216212365966,0.9360733309456563,0.5417305585980285,0.41181928290362024,0.8145846993716922,0.7425742574257426,0.5310457516339869,2.500000000000001e-05,,0.2,True,4,3,patient,2026-04-28T23:11:27
11,0.5112790757625416,0.9365323586949611,0.42530345471521946,0.44668329544304036,0.8386995841680289,0.7128712871287128,0.4095860566448802,1.1697777844051105e-05,,0.2,True,5,3,patient,2026-04-28T23:13:04
12,0.5058099387318455,0.9401445382630677,0.42530345471521946,0.4641124893428225,0.8174650610706582,0.7227722772277227,0.43736383442265797,3.0153689607045845e-06,,0.2,True,6,3,patient,2026-04-28T23:14:40
