epoch,train_loss,train_macro_f1,val_macro_f1_raw,val_macro_f1_rolling,val_loss,val_accuracy,val_balanced_accuracy,lr_backbone,lr_head,mixup_alpha,mixup_active,epochs_no_improve,monitor_window,monitor_level,timestamp
1,1.0987566105131183,0.16222086472544628,0.06896551724137931,0.06896551724137931,1.1036762909124826,0.1188118811881188,0.3333333333333333,1e-06,,0.2,True,0,3,patient,2026-05-03T11:34:34
2,1.0984458197048586,0.17197557092678764,0.0885225885225885,0.07874405288198391,1.1045237624918232,0.12871287128712872,0.33796296296296297,3.4000000000000007e-05,,0.2,True,0,3,patient,2026-05-03T11:34:49
3,1.0980012015197966,0.17318662842304045,0.12285456187895212,0.09344755588097331,1.1219425237815799,0.1485148514851485,0.34722222222222227,6.700000000000002e-05,,0.2,True,0,3,patient,2026-05-03T11:35:04
4,1.0977064337745805,0.17984999928341205,0.12285456187895212,0.11141057076016425,1.1123204704459386,0.1485148514851485,0.34722222222222227,0.0001,,0.2,True,0,3,patient,2026-05-03T11:35:19
5,1.0954541877730157,0.2813402233059019,0.3588516746411483,0.20152026613301752,1.5614339813931297,0.39603960396039606,0.44662309368191727,9.966191788709716e-05,,0.2,True,0,3,patient,2026-05-03T11:35:33
6,1.0888446515548345,0.34650120841090964,0.3954248366013072,0.29237702437380253,12.53469585098383,0.46534653465346537,0.5103485838779956,9.86522435289912e-05,,0.2,True,0,3,patient,2026-05-03T11:35:47
7,1.0757383417390263,0.46440930567207167,0.3625730994152047,0.3722832035525534,31.930491054331075,0.49504950495049505,0.39215686274509803,9.698463103929544e-05,,0.2,True,0,3,patient,2026-05-03T11:36:02
8,1.0583426401869216,0.4697675689911058,0.35228655885932875,0.3700948316252802,19.04342687220974,0.5544554455445545,0.3491285403050109,9.468163201617062e-05,,0.2,True,0,3,patient,2026-05-03T11:36:16
9,1.0401185875431713,0.4556493734810032,0.4529107981220657,0.38925681879886637,13.32711088020383,0.594059405940594,0.44389978213507625,9.177439057064683e-05,,0.2,True,1,3,patient,2026-05-03T11:36:30
10,1.0281621881142113,0.48912697848780473,0.36343366778149383,0.3895436749209627,2.629992758499757,0.5742574257425742,0.43464052287581695,8.83022221559489e-05,,0.2,True,0,3,patient,2026-05-03T11:36:45
11,1.0165360217715491,0.5172347539850343,0.45125305151262324,0.4225325058053942,3.471631882754901,0.5841584158415841,0.4923747276688453,8.43120818934367e-05,,0.2,True,0,3,patient,2026-05-03T11:37:01
12,1.0032630642340694,0.5677431733605821,0.5048695914367557,0.4398521035769576,17.588842766885538,0.6435643564356436,0.5433006535947712,7.985792958513931e-05,,0.2,True,0,3,patient,2026-05-03T11:37:18
13,0.9856215076374674,0.5838702647591711,0.47691197691197695,0.47767820662045196,13.264582446513286,0.6138613861386139,0.5212418300653595,7.500000000000001e-05,,0.2,True,0,3,patient,2026-05-03T11:37:36
14,0.9804882890313255,0.5668486912680314,0.4045584045584046,0.4621133243023791,2.659412024130348,0.6039603960396039,0.5315904139433552,6.980398830195785e-05,,0.2,True,0,3,patient,2026-05-03T11:37:53
15,0.9640563527529155,0.5897421544245285,0.4205128205128205,0.43399440066106737,3.2264751518955666,0.6039603960396039,0.4703159041394336,6.434016163555452e-05,,0.2,True,1,3,patient,2026-05-03T11:38:09
16,0.9735584996873262,0.5838283827632181,0.40327380952380953,0.4094483448650115,2.282941773192573,0.6138613861386139,0.5130718954248366,5.868240888334653e-05,,0.2,True,2,3,patient,2026-05-03T11:38:26
17,0.9614116725290296,0.5935817970195837,0.4265734265734265,0.4167866855366855,3.837999083158624,0.6633663366336634,0.559368191721133,5.29072414455238e-05,,0.2,True,3,3,patient,2026-05-03T11:38:42
18,0.9605464790301123,0.5901624074864591,0.4386069651741294,0.4228180670904551,41.598297468578544,0.6633663366336634,0.5443899782135077,4.709275855447622e-05,,0.2,True,4,3,patient,2026-05-03T11:38:56
19,0.9655222614306808,0.591896773481123,0.4845421245421246,0.4499075054298935,2.2150293952636138,0.6534653465346535,0.539760348583878,4.13175911166535e-05,,0.2,True,5,3,patient,2026-05-03T11:39:10
20,0.9688741123971436,0.5869578421500871,0.48205128205128206,0.468400123922512,4.57711654810505,0.6336633663366337,0.5305010893246188,3.565983836444549e-05,,0.2,True,6,3,patient,2026-05-03T11:39:24
21,0.9585339050375093,0.5948433405232268,0.4941103341103341,0.48690124690124686,11.03129214139385,0.6435643564356436,0.5501089324618736,3.019601169804216e-05,,0.2,True,7,3,patient,2026-05-03T11:39:38
22,0.9525083386859545,0.6086121546319175,0.4941103341103341,0.4900906500906501,7.251406958994974,0.6831683168316832,0.5686274509803922,2.500000000000001e-05,,0.2,True,0,3,patient,2026-05-03T11:39:52
23,0.9459490899890821,0.6170936704859539,0.4845421245421246,0.490920930920931,0.8983053610525058,0.6534653465346535,0.539760348583878,2.0142070414860704e-05,,0.2,True,0,3,patient,2026-05-03T11:40:06
24,0.9448047314957987,0.6138449098663661,0.5199175824175825,0.49952334702334705,0.9158578647002009,0.6534653465346535,0.5547385620915033,1.5687918106563326e-05,,0.2,True,0,3,patient,2026-05-03T11:40:20
25,0.94602682400571,0.6091649975708938,0.5324786324786325,0.5123127798127798,0.8909355674991171,0.6534653465346535,0.5547385620915033,1.1697777844051089e-05,,0.2,True,0,3,patient,2026-05-03T11:40:34
26,0.9395007279383738,0.6183021745207727,0.5321611721611722,0.5281857956857957,5.845270565447916,0.6435643564356436,0.5351307189542484,8.225609429353185e-06,,0.2,True,0,3,patient,2026-05-03T11:40:50
27,0.9554061043377969,0.6067322203550837,0.4845421245421246,0.5163939763939764,3.790493398677302,0.6435643564356436,0.5351307189542484,5.318367983829391e-06,,0.2,True,0,3,patient,2026-05-03T11:41:04
28,0.956375039688866,0.6104015009569332,0.4941103341103341,0.5036045436045437,16.40484040793572,0.6435643564356436,0.5351307189542484,3.0153689607045836e-06,,0.2,True,1,3,patient,2026-05-03T11:41:20
29,0.9574780865813995,0.5907857015772584,0.5197222222222222,0.499458226958227,2.3205711973532464,0.6237623762376238,0.5258714596949892,1.3477564710088094e-06,,0.2,True,2,3,patient,2026-05-03T11:41:34
30,0.9338409949426887,0.6189034890796655,0.5641666666666666,0.5259997409997409,0.9209530890442943,0.6435643564356436,0.5732570806100218,3.380821129028487e-07,,0.2,True,3,3,patient,2026-05-03T11:41:49
